t_seconds,fr_elbow_tau,fl_elbow_tau,br_elbow_tau,bl_elbow_tau,fr_bottom_tau,fl_bottom_tau,br_bottom_tau,bl_bottom_tau
0.02284407615661621,1.0972220096992238e-05,5.8118097160829085e-06,5.0348178484305104e-06,3.7057118229265353e-06,0.0014157923751353088,0.001407622940144565,0.0014331939372174197,0.0014394393000731918
0.04541587829589844,2.059518463848427e-05,2.1254521559822983e-05,5.371812384432156e-06,9.766663773513538e-06,0.0009052214226561631,0.0009005400034836983,0.0009174366975861263,0.0009213192797907526
0.06772661209106445,1.86484821857859e-05,2.0831306501012082e-05,7.169336551890023e-06,9.294862109218287e-06,0.000581559783680806,0.0005788545440279341,0.0005898085706449825,0.0005921591682247588
0.09001278877258301,1.4224196920054268e-05,1.640843450420401e-05,6.245271289627761e-06,7.257003249894388e-06,0.0003756338739480872,0.0003740317386507442,0.00038110734504835235,0.00038254185274231656
0.11369919776916504,0.027891922710868763,0.03478560465727222,0.005839729990771685,0.004139925240709565,0.17,0.17,0.17,0.17
0.1380910873413086,0.07231001766277578,0.07329180762487228,0.062413979794390125,0.057050956495673065,0.11932732112918136,0.1195071908268799,0.17,0.17
0.16330599784851074,0.06390831605225464,0.0660989095831796,0.05626748708180825,0.05045860147063955,0.09791030309621862,0.09831980735116673,0.11013782558526335,0.11109938326678266
0.18761539459228516,0.05126897550385626,0.05144735641415889,0.0519200954971748,0.04914472474266467,0.078488698895303,0.07675661619448182,0.09098711499523876,0.09232957745911802
0.21189188957214355,0.05519378618902459,0.05473297334532857,0.060659949075497474,0.059208804364500066,0.06788476879727165,0.06618693459060083,0.08881193160159641,0.09038569089182669
0.23545169830322266,0.06587067705439814,0.0653757405762531,0.07524149779103906,0.0740102249693264,0.05997464394687309,0.058722191812233454,0.09099840687126394,0.09280903595409803
0.2592787742614746,0.08086970901738434,0.08150169269436403,0.09596791227505415,0.0929322146905393,0.050111779781916437,0.05105416687158058,0.09406196799931485,0.09477858075381305
0.2830657958984375,0.06563184142153546,0.04635698603563954,0.10153384361249085,0.13068453908393454,0.05586458958695133,0.03413267294099931,0.09635274887564942,0.09453780369435633
0.3069596290588379,0.0036261383503273527,0.0362162369960899,0.15172194014408386,0.12073350413514886,0.004401391092061176,0.04894398803791651,0.10024920155837216,0.08407922913367281
0.3306272029876709,0.09918300950447125,0.056405714743970874,0.10422115733211669,0.13865676087397397,0.05186810241914473,0.033015959309366266,0.10010141480051325,0.09154343735476259
0.3543267250061035,0.005699271812719647,0.013039529265891782,0.17,0.1321581395512171,0.00592124864656278,0.05808718758636004,0.10031558505855297,0.07961447876457646
0.3780636787414551,0.08965889090337717,0.042152447111850164,0.12465546784067795,0.15733718645826297,0.040882947681695786,0.031169002270921557,0.09212699925702662,0.09347336835785958
0.4017477035522461,0.06390424155951575,0.03407908731603363,0.14437103747029315,0.16128610081455952,0.028509211996047182,0.03148456343504487,0.09028619871348073,0.09596425802297472
0.425584077835083,0.05430653483677054,0.006720926159484868,0.14925547589508512,0.17,0.031039976071589006,0.008020533428747501,0.08734396826671964,0.09528635597631072
0.4491114616394043,0.027990179531363884,0.003519208206723831,0.15001594176064964,0.17,0.04317879601816343,0.002897480884284596,0.08005850902777012,0.09889822973638243
0.47310423851013184,0.002297765174785577,0.052106675130984534,0.17,0.13043396273523059,0.00248741875831979,0.04025469593486315,0.09183650546773006,0.09078785589633256
0.49688029289245605,0.06403028679920289,0.04226218653524443,0.13379556119096797,0.15121738820722957,0.03461260994459434,0.032528718862352805,0.09105926604818368,0.09567401547464868
0.5205883979797363,0.04646271817713005,0.06815596286279517,0.1462515911575878,0.15375289358286734,0.035239766274564495,0.028978763604992946,0.0851712972621028,0.09892905567698226
0.5443177223205566,0.013543899389159685,0.04762357853353174,0.17,0.14440072028193393,0.01714927319539189,0.03320035319989125,0.09031199007082481,0.09287852659591843
0.567976713180542,0.015775687817901146,0.003866847226410792,0.1566640679100758,0.17,0.022969598145846353,0.007830572413949162,0.08642456736983511,0.09241176458896783
0.5917785167694092,0.07492836396216147,0.0271044933600542,0.10981157994000842,0.15694060316827077,0.049443605084210224,0.027752528337863618,0.09016140991478702,0.09718191925916288
0.6155896186828613,0.05560326088574915,0.03958751046898983,0.13072102883376946,0.14262672950465494,0.03980485993820762,0.03509565138417022,0.08817929172789384,0.09525841895431496
0.6392562389373779,0.05234673459237108,0.019396746320655973,0.14248977132613216,0.16001555559797856,0.031084489251566875,0.02756495265973968,0.0879175445627214,0.09475841233799152
0.6632423400878906,0.037412193873092144,0.002695537204727783,0.15099440701859002,0.17,0.03374068920816685,0.00289393719419907,0.08629178396802352,0.09486229880942867
0.6873421669006348,0.03527859674707832,0.07694427210536066,0.16686550022572988,0.11957293305423441,0.029222964207322403,0.04614632097760493,0.09419106426851064,0.09471195137332113
0.7120504379272461,0.021972939706748445,0.05931061256629662,0.17,0.13683427752600247,0.008503734729038821,0.03435037321366175,0.08766746757484642,0.09299387739091998
0.7366673946380615,0.018852937257465983,0.07689527066160383,0.17,0.1459239842764789,0.013530643496895887,0.03573401374586258,0.08676421495648352,0.09615992910571992
0.7612531185150146,0.030002022734608967,0.06956447922656495,0.17,0.1395943445492732,0.008644919879782796,0.046421009806090735,0.08875649528231541,0.09526300070486923
0.7857956886291504,0.005642876844818501,0.0859862895922751,0.17,0.12713734995995582,0.019071850428590803,0.03392838382728655,0.0847663600516295,0.10077240808934397
0.8104395866394043,0.024821692700501344,0.07493987812303819,0.17,0.1301794230520355,0.007962958661498647,0.028596498141589217,0.08671214418014421,0.09240080994573358
0.8347320556640625,0.003588932230255978,0.003490773224445272,0.17,0.16926050211250276,0.022105583235941573,0.0026495140584793853,0.08206739373082203,0.09492023443970861
0.8591253757476807,0.026442895593416112,0.08656255518714093,0.17,0.12326350054755739,0.010111124347194286,0.02956832929659914,0.08729366519433185,0.09320232160937518
0.8831954002380371,0.022012676672927188,0.09835759095476446,0.17,0.13277495503594905,0.010199492627862097,0.04375538558596834,0.08737025446443154,0.09763356595866794
0.906836748123169,0.01808058763695891,0.11260092768483278,0.17,0.1333902066528754,0.018418832643371852,0.016395663221017917,0.08091958554283034,0.10035531153895595
0.9303956031799316,0.03135052002497773,0.10262833761005277,0.17,0.12078583363645165,0.01210042671854141,0.020059867478399603,0.08518049104067836,0.09066415556208736
0.9537038803100586,0.03352806583940539,0.10625469034155274,0.17,0.14288658894869632,0.012752711588901528,0.015047198227440507,0.0846775284248512,0.09271117541306081
0.977452278137207,0.027260666573646557,0.11863072698271371,0.17,0.11136657855551081,0.015383577362058247,0.03968697481220302,0.09017849751710491,0.09563108522559713
1.0009682178497314,0.0275006953878876,0.09317581228109367,0.17,0.1236867852132988,0.01190276696037425,0.04276664149392109,0.08532282734244401,0.1005055296164897
1.0253684520721436,0.012564914214852323,0.040385664693188154,0.17,0.1582438435290125,0.019505941960222054,0.01412279616983541,0.08751653150627604,0.08388153931985731
1.0500144958496094,0.02565857837287096,0.04293404867671302,0.17,0.16634686337006688,0.018863899078623552,0.010769771697953595,0.08700351625540108,0.08605921393693267
1.0744528770446777,0.013193010959936451,0.012013352735760777,0.17,0.16174516292276067,0.0011452908619675787,0.01923892678751642,0.0842354827450255,0.08521245086918143
1.099003553390503,0.015507375829881535,0.007884908456197865,0.17,0.17,0.017155002631931357,0.01457397830318901,0.07629581258612443,0.09348269206867385
